mne-pop,618000
mng-gdp,3560000000
mng-pop,2340000
moz-gdp,3780000000
moz-pop,16700000
mrt-gdp,2450000000
mrt-pop,2470000
mus-gdp,5560000000
mus-pop,1150000
mwi-gdp,4020000000
mwi-pop,10400000
mys-gdp,152000000000
mys-pop,21600000
nam-gdp,6440000000
nam-pop,1760000
ner-gdp,3380000000
ner-pop,10200000
nga-gdp,145000000000
nga-pop,114000000
nic-gdp,5700000000
nic-pop,4790000
nld-gdp,642000000000
nld-pop,15700000
nor-gdp,340000000000
nor-pop,4420000
npl-gdp,9540000000
npl-pop,22400000
nru-pop,10100
nzl-gdp,103000000000
nzl-pop,3750000
omn-gdp,39200000000
omn-pop,2250000
pak-gdp,106000000000
pak-pop,129000000
pan-gdp,14500000000
pan-pop,2850000
per-gdp,82600000000
per-pop,24800000
phl-gdp,117000000000
phl-pop,73100000
plw-pop,18100
png-gdp,10100000000
png-pop,5150000
pol-gdp,285000000000
pol-pop,38500000
prk-pop,22300000
prt-gdp,196000000000
prt-pop,10200000
pry-gdp,14800000000
pry-pop,4980000
pse-gdp,5580000000
pse-pop,2870000
qat-pop,535000
rou-gdp,110000000000
rou-pop,22600000
rus-gdp,859000000000
rus-pop,148000000
rwa-gdp,2130000000
rwa-pop,6520000
sau-gdp,363000000000
sau-pop,19500000
sdn-gdp,29800000000
sdn-pop,25400000
sen-gdp,7460000000
sen-pop,9200000
sgp-gdp,119000000000
sgp-pop,3650000
slb-gdp,595000000
slb-pop,380000
sle-gdp,1300000000
sle-pop,4310000
slv-gdp,14900000000
slv-pop,5730000
smr-gdp,1610000000
smr-pop,26500
som-pop,8140000
srb-gdp,26400000000
srb-pop,9780000
ssd-pop,5810000
stp-pop,131000
sur-gdp,2670000000
sur-pop,456000
svk-gdp,52800000000
svk-pop,5390000
svn-gdp,32600000000
svn-pop,1990000
swe-gdp,348000000000
swe-pop,8870000
swz-gdp,2920000000
swz-pop,1000000
syc-gdp,709000000
syc-pop,78500
syr-pop,15200000
tcd-gdp,3660000000
tcd-pop,7490000
tgo-gdp,2580000000
tgo-pop,4530000
tha-gdp,216000000000
tha-pop,60900000
tjk-gdp,2170000000
tjk-pop,5930000
tkm-gdp,8170000000
tkm-pop,4360000
tls-pop,872000
ton-gdp,291000000
ton-pop,96700
tto-gdp,9930000000
tto-pop,1260000
tun-gdp,25000000000
tun-pop,9380000
tur-gdp,494000000000
tur-pop,60400000
tuv-gdp,25800000
tuv-pop,9280
tza-gdp,14500000000
tza-pop,31600000
uga-gdp,8480000000
uga-pop,21900000
ukr-gdp,86200000000
ukr-pop,50200000
ury-gdp,29700000000
ury-pop,3270000
usa-gdp,11200000000000
usa-pop,272000000
uzb-gdp,17800000000
uzb-pop,23700000
vct-gdp,471000000
vct-pop,108000
ven-gdp,296000000000
ven-pop,23100000
vnm-gdp,51700000000
vnm-pop,77500000
vut-gdp,474000000
vut-pop,175000
wsm-gdp,433000000
wsm-pop,172000
yem-gdp,17400000000
yem-pop,16400000
zaf-gdp,249000000000
zaf-pop,43700000
zmb-gdp,9120000000
zmb-pop,9670000
zwe-gdp,15600000000
zwe-pop,11700000
